filename,snapshot,bearing_id,cv_score,cv_flag
2004.02.12.14.22.39_b1_ch1,2004.02.12.14.22.39,b1_ch1,0.005844345316290855,0
2004.02.12.14.22.39_b2_ch1,2004.02.12.14.22.39,b2_ch1,0.006169646512717009,0
2004.02.12.14.22.39_b3_ch1,2004.02.12.14.22.39,b3_ch1,0.00872045662254095,0
2004.02.12.14.22.39_b4_ch1,2004.02.12.14.22.39,b4_ch1,0.004788622260093689,0
2004.02.12.14.32.39_b1_ch1,2004.02.12.14.32.39,b1_ch1,0.006713260430842638,0
2004.02.12.14.32.39_b2_ch1,2004.02.12.14.32.39,b2_ch1,0.007052635308355093,0
2004.02.12.14.32.39_b3_ch1,2004.02.12.14.32.39,b3_ch1,0.006738020572811365,0
2004.02.12.14.32.39_b4_ch1,2004.02.12.14.32.39,b4_ch1,0.0068319146521389484,0
2004.02.12.14.42.39_b1_ch1,2004.02.12.14.42.39,b1_ch1,0.005896900314837694,0
2004.02.12.14.42.39_b2_ch1,2004.02.12.14.42.39,b2_ch1,0.006792083382606506,0
2004.02.12.14.42.39_b3_ch1,2004.02.12.14.42.39,b3_ch1,0.009180941618978977,0
2004.02.12.14.42.39_b4_ch1,2004.02.12.14.42.39,b4_ch1,0.007474107667803764,0
2004.02.12.14.52.39_b1_ch1,2004.02.12.14.52.39,b1_ch1,0.004489187151193619,0
2004.02.12.14.52.39_b2_ch1,2004.02.12.14.52.39,b2_ch1,0.006112579256296158,0
2004.02.12.14.52.39_b3_ch1,2004.02.12.14.52.39,b3_ch1,0.009748623706400394,0
2004.02.12.14.52.39_b4_ch1,2004.02.12.14.52.39,b4_ch1,0.007087008561939001,0
2004.02.12.15.02.39_b1_ch1,2004.02.12.15.02.39,b1_ch1,0.0046226573176681995,0
2004.02.12.15.02.39_b2_ch1,2004.02.12.15.02.39,b2_ch1,0.0050187548622488976,0
2004.02.12.15.02.39_b3_ch1,2004.02.12.15.02.39,b3_ch1,0.008318454958498478,0
2004.02.12.15.02.39_b4_ch1,2004.02.12.15.02.39,b4_ch1,0.00696297362446785,0
2004.02.12.15.12.39_b1_ch1,2004.02.12.15.12.39,b1_ch1,0.006572449114173651,0
2004.02.12.15.12.39_b2_ch1,2004.02.12.15.12.39,b2_ch1,0.005568765103816986,0
2004.02.12.15.12.39_b3_ch1,2004.02.12.15.12.39,b3_ch1,0.006780003663152456,0
2004.02.12.15.12.39_b4_ch1,2004.02.12.15.12.39,b4_ch1,0.0051125334575772285,0
2004.02.12.15.22.39_b1_ch1,2004.02.12.15.22.39,b1_ch1,0.004470269661396742,0
2004.02.12.15.22.39_b2_ch1,2004.02.12.15.22.39,b2_ch1,0.005200225859880447,0
2004.02.12.15.22.39_b3_ch1,2004.02.12.15.22.39,b3_ch1,0.008087207563221455,0
2004.02.12.15.22.39_b4_ch1,2004.02.12.15.22.39,b4_ch1,0.005613474640995264,0
2004.02.12.15.32.39_b1_ch1,2004.02.12.15.32.39,b1_ch1,0.005690643563866615,0
2004.02.12.15.32.39_b2_ch1,2004.02.12.15.32.39,b2_ch1,0.005499740596860647,0
2004.02.12.15.32.39_b3_ch1,2004.02.12.15.32.39,b3_ch1,0.0076485550962388515,0
2004.02.12.15.32.39_b4_ch1,2004.02.12.15.32.39,b4_ch1,0.005107923410832882,0
2004.02.12.15.42.39_b1_ch1,2004.02.12.15.42.39,b1_ch1,0.0043777055107057095,0
2004.02.12.15.42.39_b2_ch1,2004.02.12.15.42.39,b2_ch1,0.004713579546660185,0
2004.02.12.15.42.39_b3_ch1,2004.02.12.15.42.39,b3_ch1,0.011745852418243885,0
2004.02.12.15.42.39_b4_ch1,2004.02.12.15.42.39,b4_ch1,0.005329641047865152,0
2004.02.12.15.52.39_b1_ch1,2004.02.12.15.52.39,b1_ch1,0.004717111121863127,0
2004.02.12.15.52.39_b2_ch1,2004.02.12.15.52.39,b2_ch1,0.005648678634315729,0
2004.02.12.15.52.39_b3_ch1,2004.02.12.15.52.39,b3_ch1,0.007011109963059425,0
2004.02.12.15.52.39_b4_ch1,2004.02.12.15.52.39,b4_ch1,0.004787644371390343,0
2004.02.12.16.02.39_b1_ch1,2004.02.12.16.02.39,b1_ch1,0.005099613685160875,0
2004.02.12.16.02.39_b2_ch1,2004.02.12.16.02.39,b2_ch1,0.005526019725948572,0
2004.02.12.16.02.39_b3_ch1,2004.02.12.16.02.39,b3_ch1,0.007991691119968891,0
2004.02.12.16.02.39_b4_ch1,2004.02.12.16.02.39,b4_ch1,0.0056322310119867325,0
2004.02.12.16.12.39_b1_ch1,2004.02.12.16.12.39,b1_ch1,0.006314168218523264,0
2004.02.12.16.12.39_b2_ch1,2004.02.12.16.12.39,b2_ch1,0.004224029835313559,0
2004.02.12.16.12.39_b3_ch1,2004.02.12.16.12.39,b3_ch1,0.007527241017669439,0
2004.02.12.16.12.39_b4_ch1,2004.02.12.16.12.39,b4_ch1,0.006827890407294035,0
2004.02.12.16.22.39_b1_ch1,2004.02.12.16.22.39,b1_ch1,0.004118820186704397,0
2004.02.12.16.22.39_b2_ch1,2004.02.12.16.22.39,b2_ch1,0.005867243278771639,0
2004.02.12.16.22.39_b3_ch1,2004.02.12.16.22.39,b3_ch1,0.010826569981873035,0
2004.02.12.16.22.39_b4_ch1,2004.02.12.16.22.39,b4_ch1,0.00473869638517499,0
2004.02.12.16.32.39_b1_ch1,2004.02.12.16.32.39,b1_ch1,0.004450622946023941,0
2004.02.12.16.32.39_b2_ch1,2004.02.12.16.32.39,b2_ch1,0.004255168605595827,0
2004.02.12.16.32.39_b3_ch1,2004.02.12.16.32.39,b3_ch1,0.00644501531496644,0
2004.02.12.16.32.39_b4_ch1,2004.02.12.16.32.39,b4_ch1,0.005670813377946615,0
2004.02.12.16.42.39_b1_ch1,2004.02.12.16.42.39,b1_ch1,0.003281043143942952,0
2004.02.12.16.42.39_b2_ch1,2004.02.12.16.42.39,b2_ch1,0.004918800201267004,0
2004.02.12.16.42.39_b3_ch1,2004.02.12.16.42.39,b3_ch1,0.010857440531253815,0
2004.02.12.16.42.39_b4_ch1,2004.02.12.16.42.39,b4_ch1,0.005512449890375137,0
2004.02.12.16.52.39_b1_ch1,2004.02.12.16.52.39,b1_ch1,0.00527118518948555,0
2004.02.12.16.52.39_b2_ch1,2004.02.12.16.52.39,b2_ch1,0.00562467984855175,0
2004.02.12.16.52.39_b3_ch1,2004.02.12.16.52.39,b3_ch1,0.008453909307718277,0
2004.02.12.16.52.39_b4_ch1,2004.02.12.16.52.39,b4_ch1,0.004092697519809008,0
2004.02.12.17.02.39_b1_ch1,2004.02.12.17.02.39,b1_ch1,0.005384072195738554,0
2004.02.12.17.02.39_b2_ch1,2004.02.12.17.02.39,b2_ch1,0.004453771747648716,0
2004.02.12.17.02.39_b3_ch1,2004.02.12.17.02.39,b3_ch1,0.010801305063068867,0
2004.02.12.17.02.39_b4_ch1,2004.02.12.17.02.39,b4_ch1,0.005939993541687727,0
2004.02.12.17.12.39_b1_ch1,2004.02.12.17.12.39,b1_ch1,0.006036823615431786,0
2004.02.12.17.12.39_b2_ch1,2004.02.12.17.12.39,b2_ch1,0.004040756728500128,0
2004.02.12.17.12.39_b3_ch1,2004.02.12.17.12.39,b3_ch1,0.008137083612382412,0
2004.02.12.17.12.39_b4_ch1,2004.02.12.17.12.39,b4_ch1,0.0063607399351894855,0
2004.02.12.17.22.39_b1_ch1,2004.02.12.17.22.39,b1_ch1,0.005515978205949068,0
2004.02.12.17.22.39_b2_ch1,2004.02.12.17.22.39,b2_ch1,0.004627099726349115,0
2004.02.12.17.22.39_b3_ch1,2004.02.12.17.22.39,b3_ch1,0.010436481796205044,0
2004.02.12.17.22.39_b4_ch1,2004.02.12.17.22.39,b4_ch1,0.004178090486675501,0
2004.02.12.17.32.39_b1_ch1,2004.02.12.17.32.39,b1_ch1,0.0050246454775333405,0
2004.02.12.17.32.39_b2_ch1,2004.02.12.17.32.39,b2_ch1,0.005155688151717186,0
2004.02.12.17.32.39_b3_ch1,2004.02.12.17.32.39,b3_ch1,0.007902524434030056,0
2004.02.12.17.32.39_b4_ch1,2004.02.12.17.32.39,b4_ch1,0.00611666776239872,0
2004.02.12.17.42.39_b1_ch1,2004.02.12.17.42.39,b1_ch1,0.00582399545237422,0
2004.02.12.17.42.39_b2_ch1,2004.02.12.17.42.39,b2_ch1,0.004999526310712099,0
2004.02.12.17.42.39_b3_ch1,2004.02.12.17.42.39,b3_ch1,0.008742070756852627,0
2004.02.12.17.42.39_b4_ch1,2004.02.12.17.42.39,b4_ch1,0.006227253004908562,0
2004.02.12.17.52.39_b1_ch1,2004.02.12.17.52.39,b1_ch1,0.006471618544310331,0
2004.02.12.17.52.39_b2_ch1,2004.02.12.17.52.39,b2_ch1,0.005553809460252523,0
2004.02.12.17.52.39_b3_ch1,2004.02.12.17.52.39,b3_ch1,0.009588385932147503,0
2004.02.12.17.52.39_b4_ch1,2004.02.12.17.52.39,b4_ch1,0.006254545878618956,0
2004.02.12.18.02.39_b1_ch1,2004.02.12.18.02.39,b1_ch1,0.005319206044077873,0
2004.02.12.18.02.39_b2_ch1,2004.02.12.18.02.39,b2_ch1,0.005629585590213537,0
2004.02.12.18.02.39_b3_ch1,2004.02.12.18.02.39,b3_ch1,0.008799906820058823,0
2004.02.12.18.02.39_b4_ch1,2004.02.12.18.02.39,b4_ch1,0.00349755329079926,0
2004.02.12.18.12.39_b1_ch1,2004.02.12.18.12.39,b1_ch1,0.005795023869723082,0
2004.02.12.18.12.39_b2_ch1,2004.02.12.18.12.39,b2_ch1,0.004469285253435373,0
2004.02.12.18.12.39_b3_ch1,2004.02.12.18.12.39,b3_ch1,0.01046137884259224,0
2004.02.12.18.12.39_b4_ch1,2004.02.12.18.12.39,b4_ch1,0.006406450178474188,0
2004.02.12.18.22.39_b1_ch1,2004.02.12.18.22.39,b1_ch1,0.0069967336021363735,0
2004.02.12.18.22.39_b2_ch1,2004.02.12.18.22.39,b2_ch1,0.005002705845981836,0
2004.02.12.18.22.39_b3_ch1,2004.02.12.18.22.39,b3_ch1,0.012448501773178577,1
2004.02.12.18.22.39_b4_ch1,2004.02.12.18.22.39,b4_ch1,0.00843255128711462,0
2004.02.12.18.32.39_b1_ch1,2004.02.12.18.32.39,b1_ch1,0.00522959791123867,0
2004.02.12.18.32.39_b2_ch1,2004.02.12.18.32.39,b2_ch1,0.0044817631132900715,0
2004.02.12.18.32.39_b3_ch1,2004.02.12.18.32.39,b3_ch1,0.008338426239788532,0
2004.02.12.18.32.39_b4_ch1,2004.02.12.18.32.39,b4_ch1,0.006673151161521673,0
2004.02.12.18.42.39_b1_ch1,2004.02.12.18.42.39,b1_ch1,0.00559442862868309,0
2004.02.12.18.42.39_b2_ch1,2004.02.12.18.42.39,b2_ch1,0.004791575018316507,0
2004.02.12.18.42.39_b3_ch1,2004.02.12.18.42.39,b3_ch1,0.007273748517036438,0
2004.02.12.18.42.39_b4_ch1,2004.02.12.18.42.39,b4_ch1,0.005293908063322306,0
2004.02.12.18.52.39_b1_ch1,2004.02.12.18.52.39,b1_ch1,0.006441852077841759,0
2004.02.12.18.52.39_b2_ch1,2004.02.12.18.52.39,b2_ch1,0.007622942328453064,0
2004.02.12.18.52.39_b3_ch1,2004.02.12.18.52.39,b3_ch1,0.007224759086966515,0
2004.02.12.18.52.39_b4_ch1,2004.02.12.18.52.39,b4_ch1,0.006276488304138184,0
2004.02.12.19.02.39_b1_ch1,2004.02.12.19.02.39,b1_ch1,0.006496618036180735,0
2004.02.12.19.02.39_b2_ch1,2004.02.12.19.02.39,b2_ch1,0.005102630238980055,0
2004.02.12.19.02.39_b3_ch1,2004.02.12.19.02.39,b3_ch1,0.00535228056833148,0
2004.02.12.19.02.39_b4_ch1,2004.02.12.19.02.39,b4_ch1,0.003475422039628029,0
2004.02.12.19.12.39_b1_ch1,2004.02.12.19.12.39,b1_ch1,0.00606892304494977,0
2004.02.12.19.12.39_b2_ch1,2004.02.12.19.12.39,b2_ch1,0.006437604781240225,0
2004.02.12.19.12.39_b3_ch1,2004.02.12.19.12.39,b3_ch1,0.011537465266883373,0
2004.02.12.19.12.39_b4_ch1,2004.02.12.19.12.39,b4_ch1,0.005513019859790802,0
2004.02.12.19.22.39_b1_ch1,2004.02.12.19.22.39,b1_ch1,0.004740432370454073,0
2004.02.12.19.22.39_b2_ch1,2004.02.12.19.22.39,b2_ch1,0.004740771371871233,0
2004.02.12.19.22.39_b3_ch1,2004.02.12.19.22.39,b3_ch1,0.00812165904790163,0
2004.02.12.19.22.39_b4_ch1,2004.02.12.19.22.39,b4_ch1,0.00696727866306901,0
2004.02.12.19.32.39_b1_ch1,2004.02.12.19.32.39,b1_ch1,0.00489846570417285,0
2004.02.12.19.32.39_b2_ch1,2004.02.12.19.32.39,b2_ch1,0.006013312842696905,0
2004.02.12.19.32.39_b3_ch1,2004.02.12.19.32.39,b3_ch1,0.006156989838927984,0
2004.02.12.19.32.39_b4_ch1,2004.02.12.19.32.39,b4_ch1,0.004947877023369074,0
2004.02.12.19.42.39_b1_ch1,2004.02.12.19.42.39,b1_ch1,0.004752383101731539,0
2004.02.12.19.42.39_b2_ch1,2004.02.12.19.42.39,b2_ch1,0.00571276294067502,0
2004.02.12.19.42.39_b3_ch1,2004.02.12.19.42.39,b3_ch1,0.008544533513486385,0
2004.02.12.19.42.39_b4_ch1,2004.02.12.19.42.39,b4_ch1,0.006786024197936058,0
2004.02.12.19.52.39_b1_ch1,2004.02.12.19.52.39,b1_ch1,0.005327589809894562,0
2004.02.12.19.52.39_b2_ch1,2004.02.12.19.52.39,b2_ch1,0.005356300622224808,0
2004.02.12.19.52.39_b3_ch1,2004.02.12.19.52.39,b3_ch1,0.006517224013805389,0
2004.02.12.19.52.39_b4_ch1,2004.02.12.19.52.39,b4_ch1,0.006318338681012392,0
2004.02.12.20.02.39_b1_ch1,2004.02.12.20.02.39,b1_ch1,0.005990080535411835,0
2004.02.12.20.02.39_b2_ch1,2004.02.12.20.02.39,b2_ch1,0.007255065720528364,0
2004.02.12.20.02.39_b3_ch1,2004.02.12.20.02.39,b3_ch1,0.008049089461565018,0
2004.02.12.20.02.39_b4_ch1,2004.02.12.20.02.39,b4_ch1,0.006662633735686541,0
2004.02.12.20.12.39_b1_ch1,2004.02.12.20.12.39,b1_ch1,0.0065456354059278965,0
2004.02.12.20.12.39_b2_ch1,2004.02.12.20.12.39,b2_ch1,0.005811212584376335,0
2004.02.12.20.12.39_b3_ch1,2004.02.12.20.12.39,b3_ch1,0.010085705667734146,0
2004.02.12.20.12.39_b4_ch1,2004.02.12.20.12.39,b4_ch1,0.006826835218816996,0
2004.02.12.20.22.39_b1_ch1,2004.02.12.20.22.39,b1_ch1,0.005788272712379694,0
2004.02.12.20.22.39_b2_ch1,2004.02.12.20.22.39,b2_ch1,0.0051933228969573975,0
2004.02.12.20.22.39_b3_ch1,2004.02.12.20.22.39,b3_ch1,0.008392849005758762,0
2004.02.12.20.22.39_b4_ch1,2004.02.12.20.22.39,b4_ch1,0.00413620937615633,0
2004.02.12.20.32.39_b1_ch1,2004.02.12.20.32.39,b1_ch1,0.005471561569720507,0
2004.02.12.20.32.39_b2_ch1,2004.02.12.20.32.39,b2_ch1,0.004933249671012163,0
2004.02.12.20.32.39_b3_ch1,2004.02.12.20.32.39,b3_ch1,0.00928534660488367,0
2004.02.12.20.32.39_b4_ch1,2004.02.12.20.32.39,b4_ch1,0.006562619004398584,0
2004.02.12.20.42.39_b1_ch1,2004.02.12.20.42.39,b1_ch1,0.006214136257767677,0
2004.02.12.20.42.39_b2_ch1,2004.02.12.20.42.39,b2_ch1,0.0060807932168245316,0
2004.02.12.20.42.39_b3_ch1,2004.02.12.20.42.39,b3_ch1,0.006714526563882828,0
2004.02.12.20.42.39_b4_ch1,2004.02.12.20.42.39,b4_ch1,0.005831354763358831,0
2004.02.12.20.52.39_b1_ch1,2004.02.12.20.52.39,b1_ch1,0.0061893220990896225,0
2004.02.12.20.52.39_b2_ch1,2004.02.12.20.52.39,b2_ch1,0.005307239945977926,0
2004.02.12.20.52.39_b3_ch1,2004.02.12.20.52.39,b3_ch1,0.0065679834224283695,0
2004.02.12.20.52.39_b4_ch1,2004.02.12.20.52.39,b4_ch1,0.004921148531138897,0
2004.02.12.21.02.39_b1_ch1,2004.02.12.21.02.39,b1_ch1,0.004876343999058008,0
2004.02.12.21.02.39_b2_ch1,2004.02.12.21.02.39,b2_ch1,0.005896937567740679,0
2004.02.12.21.02.39_b3_ch1,2004.02.12.21.02.39,b3_ch1,0.010430137626826763,0
2004.02.12.21.02.39_b4_ch1,2004.02.12.21.02.39,b4_ch1,0.0084138885140419,0
2004.02.12.21.12.39_b1_ch1,2004.02.12.21.12.39,b1_ch1,0.00455040019005537,0
2004.02.12.21.12.39_b2_ch1,2004.02.12.21.12.39,b2_ch1,0.004816878121346235,0
2004.02.12.21.12.39_b3_ch1,2004.02.12.21.12.39,b3_ch1,0.013113199733197689,1
2004.02.12.21.12.39_b4_ch1,2004.02.12.21.12.39,b4_ch1,0.006479062605649233,0
2004.02.12.21.22.39_b1_ch1,2004.02.12.21.22.39,b1_ch1,0.007099700625985861,0
2004.02.12.21.22.39_b2_ch1,2004.02.12.21.22.39,b2_ch1,0.004223192576318979,0
2004.02.12.21.22.39_b3_ch1,2004.02.12.21.22.39,b3_ch1,0.00746304402127862,0
2004.02.12.21.22.39_b4_ch1,2004.02.12.21.22.39,b4_ch1,0.009327300824224949,0
2004.02.12.21.32.39_b1_ch1,2004.02.12.21.32.39,b1_ch1,0.004985309671610594,0
2004.02.12.21.32.39_b2_ch1,2004.02.12.21.32.39,b2_ch1,0.0059687853790819645,0
2004.02.12.21.32.39_b3_ch1,2004.02.12.21.32.39,b3_ch1,0.010485119186341763,0
2004.02.12.21.32.39_b4_ch1,2004.02.12.21.32.39,b4_ch1,0.006338565144687891,0
2004.02.12.21.42.39_b1_ch1,2004.02.12.21.42.39,b1_ch1,0.004506060387939215,0
2004.02.12.21.42.39_b2_ch1,2004.02.12.21.42.39,b2_ch1,0.004603431094437838,0
2004.02.12.21.42.39_b3_ch1,2004.02.12.21.42.39,b3_ch1,0.009762187488377094,0
2004.02.12.21.42.39_b4_ch1,2004.02.12.21.42.39,b4_ch1,0.004907345864921808,0
2004.02.12.21.52.39_b1_ch1,2004.02.12.21.52.39,b1_ch1,0.005976054351776838,0
