bearing_id,snapshot_idx,anomaly_score,rul_score,top_feature_1,top_feature_2,top_feature_3,probable_fault,rca_context
b1_ch1,575,0.014099296184976295,0.3958272635936737,BPFI band energy (inner race),BSF band energy (ball fault),Spectral entropy,inner race fault,"Bearing: b1_ch1
Snapshot index: 575
Anomaly score: 0.0141
RUL score: 0.3958 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7706 (↓ toward normal)
  - BSF band energy (ball fault): -0.6989 (↓ toward normal)
  - Spectral entropy: -0.6956 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0019 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0018 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,576,0.04151681410366559,0.39294788241386414,BPFI band energy (inner race),Shape factor,Spectral entropy,inner race fault,"Bearing: b1_ch1
Snapshot index: 576
Anomaly score: 0.0415
RUL score: 0.3929 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.8190 (↓ toward normal)
  - Shape factor: -0.6672 (↓ toward normal)
  - Spectral entropy: -0.6481 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0019 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0018 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,577,0.02236894531571898,0.3874831199645996,BPFI band energy (inner race),Skewness,BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 577
Anomaly score: 0.0224
RUL score: 0.3875 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.6867 (↓ toward normal)
  - Skewness: -0.6846 (↓ toward normal)
  - BSF band energy (ball fault): -0.6197 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0021 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0019 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,578,0.04498859333848193,0.38340824842453003,BPFI band energy (inner race),Shape factor,BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 578
Anomaly score: 0.0450
RUL score: 0.3834 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7054 (↓ toward normal)
  - Shape factor: -0.6429 (↓ toward normal)
  - BSF band energy (ball fault): -0.6404 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0020 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0019 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,580,0.03390114538723943,0.3800174295902252,Spectral entropy,BSF band energy (ball fault),Shape factor,distributed damage (multiple fault modes),"Bearing: b1_ch1
Snapshot index: 580
Anomaly score: 0.0339
RUL score: 0.3800 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Spectral entropy: -0.6722 (↓ toward normal)
  - BSF band energy (ball fault): -0.6293 (↓ toward normal)
  - Shape factor: -0.5837 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0021 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0019 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: distributed damage (multiple fault modes)"
b1_ch1,582,0.010217094535190041,0.3859741687774658,BPFI band energy (inner race),Shape factor,BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 582
Anomaly score: 0.0102
RUL score: 0.3860 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.6767 (↓ toward normal)
  - Shape factor: -0.6528 (↓ toward normal)
  - BSF band energy (ball fault): -0.6138 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BSF band energy (ball fault): -0.0017 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0017 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,583,0.017676380347083742,0.3899545967578888,Shape factor,BSF band energy (ball fault),RMS vibration,rolling element (ball) fault,"Bearing: b1_ch1
Snapshot index: 583
Anomaly score: 0.0177
RUL score: 0.3900 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Shape factor: -0.7077 (↓ toward normal)
  - BSF band energy (ball fault): -0.6826 (↓ toward normal)
  - RMS vibration: -0.5549 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0018 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: rolling element (ball) fault"
b1_ch1,584,0.03625889935399096,0.390132874250412,BPFI band energy (inner race),Spectral entropy,Shape factor,inner race fault,"Bearing: b1_ch1
Snapshot index: 584
Anomaly score: 0.0363
RUL score: 0.3901 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.6991 (↓ toward normal)
  - Spectral entropy: -0.6555 (↓ toward normal)
  - Shape factor: -0.6403 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0018 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,585,0.019288359466140603,0.3917517364025116,BPFI band energy (inner race),BSF band energy (ball fault),Spectral entropy,inner race fault,"Bearing: b1_ch1
Snapshot index: 585
Anomaly score: 0.0193
RUL score: 0.3918 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7905 (↓ toward normal)
  - BSF band energy (ball fault): -0.5746 (↓ toward normal)
  - Spectral entropy: -0.5255 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0018 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,586,0.02959227946689602,0.39348775148391724,BPFI band energy (inner race),Shape factor,RMS vibration,inner race fault,"Bearing: b1_ch1
Snapshot index: 586
Anomaly score: 0.0296
RUL score: 0.3935 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7605 (↓ toward normal)
  - Shape factor: -0.6030 (↓ toward normal)
  - RMS vibration: -0.5655 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0017 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,587,0.02216035071001743,0.3940107226371765,BSF band energy (ball fault),Shape factor,RMS vibration,rolling element (ball) fault,"Bearing: b1_ch1
Snapshot index: 587
Anomaly score: 0.0222
RUL score: 0.3940 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BSF band energy (ball fault): -0.6479 (↓ toward normal)
  - Shape factor: -0.6396 (↓ toward normal)
  - RMS vibration: -0.5600 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: rolling element (ball) fault"
b1_ch1,588,0.04225801909410187,0.3900841772556305,Peak-to-peak amplitude,BPFI band energy (inner race),BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 588
Anomaly score: 0.0423
RUL score: 0.3901 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Peak-to-peak amplitude: -0.8913 (↓ toward normal)
  - BPFI band energy (inner race): -0.6197 (↓ toward normal)
  - BSF band energy (ball fault): -0.5857 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,589,0.008825388155386693,0.3877381682395935,BSF band energy (ball fault),RMS vibration,Shape factor,rolling element (ball) fault,"Bearing: b1_ch1
Snapshot index: 589
Anomaly score: 0.0088
RUL score: 0.3877 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BSF band energy (ball fault): -0.6201 (↓ toward normal)
  - RMS vibration: -0.5547 (↓ toward normal)
  - Shape factor: -0.5125 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0015 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: rolling element (ball) fault"
b1_ch1,590,0.025775472992260795,0.3901221752166748,BPFI band energy (inner race),Shape factor,BSF band energy (ball fault),inner race fault,"Bearing: b1_ch1
Snapshot index: 590
Anomaly score: 0.0258
RUL score: 0.3901 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7541 (↓ toward normal)
  - Shape factor: -0.6696 (↓ toward normal)
  - BSF band energy (ball fault): -0.5878 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,592,0.00013103483330845211,0.38883864879608154,Spectral entropy,Shape factor,RMS vibration,distributed damage (multiple fault modes),"Bearing: b1_ch1
Snapshot index: 592
Anomaly score: 0.0001
RUL score: 0.3888 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Spectral entropy: -0.7305 (↓ toward normal)
  - Shape factor: -0.6389 (↓ toward normal)
  - RMS vibration: -0.5262 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0016 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: distributed damage (multiple fault modes)"
b1_ch1,593,0.03313547207880618,0.39767131209373474,BPFI band energy (inner race),Spectral entropy,Shape factor,inner race fault,"Bearing: b1_ch1
Snapshot index: 593
Anomaly score: 0.0331
RUL score: 0.3977 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7266 (↓ toward normal)
  - Spectral entropy: -0.6846 (↓ toward normal)
  - Shape factor: -0.5945 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0023 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0020 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0017 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,595,0.033938402136544976,0.40871861577033997,Dominant frequency (Hz),Shape factor,BSF band energy (ball fault),rolling element (ball) fault,"Bearing: b1_ch1
Snapshot index: 595
Anomaly score: 0.0339
RUL score: 0.4087 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Dominant frequency (Hz): -1.0386 (↓ toward normal)
  - Shape factor: -0.6404 (↓ toward normal)
  - BSF band energy (ball fault): -0.5844 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0013 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: rolling element (ball) fault"
b1_ch1,596,0.04563962515399811,0.4092404842376709,Dominant frequency (Hz),BPFI band energy (inner race),Shape factor,inner race fault,"Bearing: b1_ch1
Snapshot index: 596
Anomaly score: 0.0456
RUL score: 0.4092 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Dominant frequency (Hz): -0.9521 (↓ toward normal)
  - BPFI band energy (inner race): -0.7476 (↓ toward normal)
  - Shape factor: -0.5854 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0020 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0012 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,597,0.03672831750095973,0.4018769860267639,BPFI band energy (inner race),Shape factor,Spectral entropy,inner race fault,"Bearing: b1_ch1
Snapshot index: 597
Anomaly score: 0.0367
RUL score: 0.4019 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.7633 (↓ toward normal)
  - Shape factor: -0.6724 (↓ toward normal)
  - Spectral entropy: -0.6719 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0012 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,599,0.024927450986387267,0.3964387774467468,BPFI band energy (inner race),Shape factor,RMS vibration,inner race fault,"Bearing: b1_ch1
Snapshot index: 599
Anomaly score: 0.0249
RUL score: 0.3964 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - BPFI band energy (inner race): -0.6352 (↓ toward normal)
  - Shape factor: -0.5669 (↓ toward normal)
  - RMS vibration: -0.5519 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0019 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - Spectral bandwidth (Hz): -0.0012 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,600,0.05643574231939352,0.3963492512702942,Dominant frequency (Hz),BSF band energy (ball fault),Shape factor,rolling element (ball) fault,"Bearing: b1_ch1
Snapshot index: 600
Anomaly score: 0.0564
RUL score: 0.3963 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Dominant frequency (Hz): -1.0035 (↓ toward normal)
  - BSF band energy (ball fault): -0.6315 (↓ toward normal)
  - Shape factor: -0.5287 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0017 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0017 (↓ reduces RUL)
  - BPFO band energy (outer race): -0.0010 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: rolling element (ball) fault"
b1_ch1,601,0.07480134532252303,0.39434367418289185,Dominant frequency (Hz),Peak-to-peak amplitude,BPFI band energy (inner race),inner race fault,"Bearing: b1_ch1
Snapshot index: 601
Anomaly score: 0.0748
RUL score: 0.3943 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Dominant frequency (Hz): -1.0184 (↓ toward normal)
  - Peak-to-peak amplitude: -0.7391 (↓ toward normal)
  - BPFI band energy (inner race): -0.6617 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - BPFI band energy (inner race): -0.0018 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BPFO band energy (outer race): -0.0011 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: inner race fault"
b1_ch1,603,0.06805910964704187,0.3930700719356537,Kurtosis,Peak-to-peak amplitude,BPFI band energy (inner race),impulsive fault (spalling / cracking),"Bearing: b1_ch1
Snapshot index: 603
Anomaly score: 0.0681
RUL score: 0.3931 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Kurtosis: -0.9185 (↓ toward normal)
  - Peak-to-peak amplitude: -0.7626 (↓ toward normal)
  - BPFI band energy (inner race): -0.6949 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0019 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0019 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0014 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: impulsive fault (spalling / cracking)"
b1_ch1,604,0.05209576348442557,0.3892926573753357,Spectral entropy,Skewness,BPFI band energy (inner race),distributed damage (multiple fault modes),"Bearing: b1_ch1
Snapshot index: 604
Anomaly score: 0.0521
RUL score: 0.3893 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Spectral entropy: -0.6578 (↓ toward normal)
  - Skewness: -0.6444 (↓ toward normal)
  - BPFI band energy (inner race): -0.6402 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0018 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0018 (↓ reduces RUL)
  - BSF band energy (ball fault): -0.0015 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: distributed damage (multiple fault modes)"
