snapshot,b1_ch1_rms,b1_ch1_peak_to_peak,b1_ch1_kurtosis,b1_ch1_crest_factor,b1_ch1_skewness,b1_ch1_shape_factor,b1_ch1_impulse_factor,b1_ch1_margin_factor,b1_ch1_spectral_centroid,b1_ch1_spectral_bandwidth,b1_ch1_spectral_entropy,b1_ch1_dominant_freq_hz,b1_ch1_hf_energy_ratio,b1_ch1_bpfo_band_energy,b1_ch1_bpfi_band_energy,b1_ch1_bsf_band_energy,b2_ch1_rms,b2_ch1_peak_to_peak,b2_ch1_kurtosis,b2_ch1_crest_factor,b2_ch1_skewness,b2_ch1_shape_factor,b2_ch1_impulse_factor,b2_ch1_margin_factor,b2_ch1_spectral_centroid,b2_ch1_spectral_bandwidth,b2_ch1_spectral_entropy,b2_ch1_dominant_freq_hz,b2_ch1_hf_energy_ratio,b2_ch1_bpfo_band_energy,b2_ch1_bpfi_band_energy,b2_ch1_bsf_band_energy,b3_ch1_rms,b3_ch1_peak_to_peak,b3_ch1_kurtosis,b3_ch1_crest_factor,b3_ch1_skewness,b3_ch1_shape_factor,b3_ch1_impulse_factor,b3_ch1_margin_factor,b3_ch1_spectral_centroid,b3_ch1_spectral_bandwidth,b3_ch1_spectral_entropy,b3_ch1_dominant_freq_hz,b3_ch1_hf_energy_ratio,b3_ch1_bpfo_band_energy,b3_ch1_bpfi_band_energy,b3_ch1_bsf_band_energy,b4_ch1_rms,b4_ch1_peak_to_peak,b4_ch1_kurtosis,b4_ch1_crest_factor,b4_ch1_skewness,b4_ch1_shape_factor,b4_ch1_impulse_factor,b4_ch1_margin_factor,b4_ch1_spectral_centroid,b4_ch1_spectral_bandwidth,b4_ch1_spectral_entropy,b4_ch1_dominant_freq_hz,b4_ch1_hf_energy_ratio,b4_ch1_bpfo_band_energy,b4_ch1_bpfi_band_energy,b4_ch1_bsf_band_energy
2004.02.12.12.12.39,0.07924111648011797,0.815,3.4552119318712826,5.237180121056545,0.03351974676189383,1.2705130374124174,6.653905623079482,7.919087933700721,3133.2642895408303,2082.766598942549,0.802167656250465,1009.0,0.1293859992406072,0.005944996060768897,0.006435571302069204,0.040733712057219824,0.09514610526793123,0.793,3.170057774777056,4.204060679873347,0.08224454826272543,1.260092703698704,5.297506188615018,6.282547044275026,3384.280265422207,2740.380894717778,0.7737362975557058,1009.0,0.2688048395212779,0.004807952156429789,0.005839694422055919,0.02302143008124037,0.10602371468766728,1.218,4.101443643754073,5.753429803860244,0.061319784870657056,1.2892541319564363,7.417633147548128,8.85426381953696,4370.179928259352,2491.860064968061,0.9080503335655291,1009.0,0.4443756682993282,0.009028349590559655,0.00884195625804878,0.015620892777978956,0.05552349455199686,0.54,3.174408963324835,5.241024585141758,0.036172489638983056,1.2570416884625326,6.58818639378024,7.810640924221651,2972.169215831128,2135.919920049788,0.8306638050364107,1009.0,0.11446670063341541,0.011035889663569817,0.012994820270466395,0.030628156928707972
2004.02.12.12.22.39,0.077638908086269,0.913,3.6415150749455,6.105186325821477,0.019565298132388165,1.2761655417786268,7.791228415151429,9.287940350606345,3119.5345712071376,2098.3699733136477,0.8141558620656416,1009.0,0.1304116170196335,0.0054542789278109564,0.005435919992965454,0.03906583726822618,0.09332906725625129,0.8180000000000001,3.059147619623622,4.446631817936687,0.07005841676106667,1.2502456480056794,5.559382078658925,6.548100017158254,3256.664931192519,2695.2187991764345,0.7829897483463076,1009.0,0.25241115806873515,0.005330269057810915,0.00488653403649127,0.024809467174764538,0.10460412281437871,1.595,4.63609854868624,8.288392241847886,0.10483367184473791,1.2985534411748159,10.762920267458219,12.90074103247944,4330.2161057688245,2482.8870144260413,0.9048798887704128,1010.0,0.4392026875870816,0.007381291764453227,0.007818645850680182,0.014530797199664146,0.05477416302917713,0.505,3.1100550414613743,5.038872065520749,0.0015078217586126277,1.2561601251905585,6.329630164643753,7.504679766948769,2934.826237060489,2094.0750858218316,0.8328573450261997,1009.0,0.10814120108590834,0.00916805433382976,0.013045607448550618,0.02923404853495273
2004.02.12.12.32.39,0.07740458087623109,0.778,3.364726038214265,5.167652811654581,0.025770055100995153,1.2670309845703653,6.547576229868521,7.781061465792792,3118.4922488304624,2097.3312048908833,0.793917764645539,1009.0,0.13186792574084769,0.007465815100165871,0.007413476905089045,0.03690323540909743,0.09438051851622041,1.045,3.29046220658734,6.5161752623165015,0.0928213673616944,1.2612735189236697,8.2186793030253,9.748675178063902,3343.941230248625,2719.8599873354265,0.7675577766069098,1009.0,0.2654719710933288,0.005893184013881359,0.00664824153736461,0.023054339837134227,0.10442234914975398,1.213,4.154522513380346,5.889543809419738,-0.014968726746658929,1.292587799473167,7.612752472518672,9.10537427674866,4352.585692631565,2465.266196481573,0.9053058135102175,1009.0,0.4479767922636348,0.008445716379635444,0.008510362392695243,0.014719656673641588,0.054689831646722725,0.456,3.044918991152848,4.278674718027266,-0.033690120338111765,1.2565816290267868,5.37650404725443,6.386230013885327,2943.756666056058,2151.60957210448,0.8242244020295538,1009.0,0.11362002356233064,0.011876279027673855,0.013138341221915406,0.028626672527307395
2004.02.12.12.42.39,0.07986468720103242,0.852,3.5982531546782224,5.409149088790465,0.036749791511127325,1.2757200905039798,6.900560165101291,8.227379810693025,3172.441170178772,2065.0607320624263,0.8175793216697215,1009.0,0.12940824445633428,0.006000627343553252,0.006490493736524496,0.0359093238371891,0.09484019788447104,0.776,3.1063206619307344,4.39686977992144,0.09945547748473178,1.2562972464262472,5.523775397410084,6.541663624367249,3359.8153947067626,2676.9328929895833,0.7956030825586753,1009.0,0.25936865529615843,0.00519893155775526,0.006933265075892239,0.022443580716155407,0.10489408069125015,1.326,4.541465599186472,6.520863670213343,0.05491531956835938,1.301062282305518,8.484049769370909,10.191803785890674,4270.914193341225,2541.2184465199116,0.9023068075225942,237.0,0.43169482107121704,0.006741228898970437,0.008309817388052766,0.014575605422515209,0.0562540167836651,0.513,3.102383681106626,4.72855122546983,0.0034770499788080093,1.2590939146275733,5.953690072993818,7.074015501060603,2993.5472943787195,2105.6653134604016,0.8378349016514817,1009.0,0.1116062970428502,0.009237229925749177,0.014855743358698338,0.026775913403242917
2004.02.12.12.52.39,0.07921698007145074,0.8049999999999999,3.5511103583412886,5.327140716792938,0.024887726210298073,1.270695077171004,6.769171484226,8.047221626040905,3135.07418512054,2106.834146044175,0.8086963258981952,1009.0,0.13333937313408056,0.006164424203942235,0.006382630526288167,0.04029670022222317,0.09478245161824854,0.847,3.1402485423367255,4.863769528316815,0.10758890123389807,1.253681881184696,6.097619731909026,7.194954283857227,3313.8455375416193,2689.3814368284206,0.7863147987107049,1009.0,0.2618864303313063,0.005719988852004447,0.00590858052811091,0.025129102013929674,0.10366273438415563,1.37,4.215237462759629,6.665847704144838,0.004041749262302193,1.2894220655575805,8.595091115370693,10.275252406203318,4327.054144721893,2524.585739833726,0.9081357743198181,1009.0,0.44514584530589413,0.00886621906233255,0.009024538095320733,0.016319272530843604,0.05563200491356684,0.447,3.0799000452087415,4.080385029313263,0.010891921292744113,1.2573272806656737,5.13037941297537,6.086792477286457,2977.542653199065,2150.1734577175193,0.8359756425421762,1009.0,0.11690883254810963,0.011366947232390848,0.013137093521302927,0.030519169666017486
2004.02.12.13.02.39,0.07866177721938719,0.725,3.553051661482619,4.716394837676797,-0.013483613994623068,1.276343571157088,6.019740230107258,7.172678169914597,3157.192397903123,2092.4437033946997,0.8008648653779424,1009.0,0.13736076956848187,0.0058979105780755285,0.0067743899819879255,0.038791318768608744,0.09463108158296883,0.987,3.1959868254526618,5.421051851237922,0.0805929465007058,1.2570208323512633,6.814375110262449,8.06594057177939,3405.5348782597403,2731.0682769756404,0.7690310365044026,1009.0,0.2745244234688436,0.005557527215503657,0.005282806149739863,0.02268735988374158,0.10472389176238331,1.396,4.368298846168042,6.922966553277187,0.024804174649865268,1.292857157759728,8.950406861335605,10.697848367599876,4231.768989034762,2528.7804249582273,0.9007465454719488,1009.0,0.4262484620207826,0.008357736099114723,0.00949978887589559,0.017365188153465775,0.056322874235157555,0.538,3.193871183980073,5.166639734773222,0.0370610988828819,1.2603926685162308,6.511994842572813,7.740873331093947,2959.6266313136575,2087.4822724312216,0.8243685320850556,1009.0,0.10774122894572813,0.010795221934559882,0.016153492829128972,0.02526002108048628
2004.02.12.13.12.39,0.07845338360094803,0.8200000000000001,3.4799660990734953,5.59567962336675,0.01645553133519378,1.267759395527615,7.093975416885623,8.429401495123948,3106.0919498632884,2083.3545093264242,0.7967949820682245,1009.0,0.12708256644004315,0.0052449596182429165,0.005732547096424213,0.04136520105108883,0.09569390236174272,0.9059999999999999,3.165848195193623,4.974193634622838,0.09864096614989125,1.2592241406049554,6.263624704760582,7.431027985036331,3382.0768258456656,2706.812680706354,0.7703988181451076,1009.0,0.2669315707121023,0.006078356453864257,0.0044807358601715195,0.02430533582821674,0.10870793053018833,1.7189999999999999,5.072459026087737,8.849400363967478,-0.038762865247047466,1.3048963200356458,11.547549969463267,13.885735058776476,4345.411683621444,2469.6944930535406,0.9033493204105832,1009.0,0.47365136978417444,0.008288614248847925,0.009277752788980189,0.015959147411220717,0.05617960656109453,0.5760000000000001,3.2139803382727146,5.340016037203005,-0.020015572191707517,1.2609867335920746,6.733689380081912,7.986294354263603,2985.5276039404307,2068.564513436174,0.8264245393265083,1009.0,0.1081942206707244,0.009914509982461316,0.012776560262707438,0.026643533847950894
2004.02.12.13.22.39,0.07762277416041877,0.849,3.447748881159334,5.7199707792253,0.020390510898382754,1.2674247718467753,7.249632659829848,8.62121508118227,3080.096511464132,2089.8725482103437,0.8032740620455676,1010.0,0.12512224859122106,0.006033994825001041,0.007100591572756811,0.04466890426586396,0.09294257404608772,0.864,3.1176072740378515,4.884736673796808,0.09640777733669134,1.2553810049463519,6.1322056344493365,7.251323203162705,3274.1345043534766,2685.3587102945876,0.7766896785641981,1010.0,0.2597242419674265,0.005382757255720381,0.006297169287403012,0.025280611833294428,0.10421540638377022,1.7530000000000001,5.366988657907562,9.441982084457344,0.05815024609329496,1.3000463063403132,12.27501393343018,14.696826706150375,4270.143358300903,2540.6614020665484,0.9046001511503944,1010.0,0.44340295702730687,0.009021023159996784,0.009459677459194144,0.015830750795968636,0.054829943062618625,0.5860000000000001,3.2029543008346217,5.617368590885606,-0.03361214881045859,1.2609906681187613,7.083449372490184,8.41661541704451,2947.965101465121,2091.9542806386885,0.8296978434708979,1010.0,0.10869509045195003,0.009100687831034838,0.01336641579047207,0.029439812699560235
2004.02.12.13.32.39,0.07782555832949016,0.761,3.341445316373242,5.203945961882484,0.003513831143354888,1.265981916230109,6.588101480781924,7.8300323298732,3044.1841699535585,2100.191073981635,0.8019319520549619,1009.0,0.12692717692499414,0.0062116565765599815,0.006104779597613791,0.04118226555226885,0.09496679775469556,0.8300000000000001,3.137407941343513,4.475248297808233,0.10592078788640663,1.260664243768799,5.64178551103402,6.698746087223704,3285.94464254428,2740.6835289783576,0.7788718879062274,1009.0,0.2581504243310636,0.0065624537930324914,0.005313755198249726,0.025263892872835248,0.10522980038312282,1.3250000000000002,4.15267003100097,6.42403575354895,0.08359588989286217,1.2870740021167624,8.268209407061418,9.870109823884622,4047.4340300307117,2600.337420986365,0.878948913858158,237.0,0.4112753297583279,0.007205684719415899,0.008666634402448192,0.01656668478920798,0.055626265347265356,0.451,3.0922079817125856,4.116760285278758,-0.00042872143229701396,1.2597722623212528,5.186180418019907,6.166185902003292,2943.2456000770226,2127.528432873808,0.8335064483628519,1009.0,0.11506074572360933,0.010018523879765191,0.012621008467050117,0.028912482862558927
2004.02.12.13.42.39,0.07893316063389487,0.874,3.5964296522845256,5.967073866262322,-0.032123571823408366,1.2763602733939345,7.6161360313043796,9.074998098703496,3116.6704804692176,2094.1596041564344,0.8078439182453602,1009.0,0.1295787162633436,0.006245295662204461,0.006981273323698235,0.04068622125836101,0.09547548411192398,0.933,3.2425243166798703,5.01699472336247,0.14165673280344412,1.2592676480251292,6.3177391454431415,7.471510052559367,3383.884103652803,2675.5830377010557,0.789601390833193,1009.0,0.271100980378184,0.005547241610162326,0.005789096601298908,0.025106961268564994,0.10676083037492612,1.8530000000000002,5.455067043287833,8.75789366489973,0.026973765422056185,1.3098091569500996,11.471169317880932,13.788939469647213,4376.769488990603,2535.347669287386,0.9093896247090565,1009.0,0.4598532850265432,0.009422758766989671,0.009430175330673418,0.016640308409581698,0.054763918928490224,0.444,3.0815636614284054,4.181585329914468,-0.015972648918385495,1.257374028470588,5.257816791668068,6.240301037688816,2975.0329599205493,2104.209108684633,0.8338972152978389,1009.0,0.11304138879131326,0.011162750269205319,0.013476621694867333,0.029489849160119735
2004.02.12.13.52.39,0.07902854786058722,0.8029999999999999,3.506380111063577,5.25126693118661,0.06155298503420971,1.270323078046217,6.670805571667286,7.939809430363366,3140.5400258438744,2095.4876689757584,0.8028943389621012,1009.0,0.13210185110898742,0.0063183063688322496,0.005845039624764298,0.0416887972200661,0.09566555793288081,0.899,3.1524805052472984,5.080198250042913,0.11733938656757271,1.2601020610536655,6.401568285440299,7.5944399699187946,3312.8707244618276,2685.7971908758122,0.7800956588887599,1009.0,0.2568567821729953,0.0064232413631244425,0.006565981380061854,0.0276831165143317,0.10561785917984882,1.5510000000000002,4.913907069045785,8.41713709123935,0.05765100360906399,1.3056675646574918,10.989982887306727,13.231763362470431,4364.688234232854,2490.2383505556104,0.9113816860503844,1009.0,0.4452834818898327,0.007717547794849555,0.008668221056082724,0.01818253859632477,0.05534701342015891,0.471,3.1503507695277126,4.372412982122301,-0.04405279482154901,1.2600064415507872,5.509268522594385,6.541911335354449,2953.5260299167717,2126.868587243497,0.8255650760012738,1009.0,0.11315223384632776,0.009604227080255923,0.011578711920380059,0.030460256802172427
2004.02.12.14.02.39,0.07936328499916932,0.742,3.3844068433999404,4.800708539269611,0.03774414644161838,1.2673125878895053,6.083998362605017,7.227200220093687,3132.6201007345035,2075.1672376606707,0.8107285902227046,1009.0,0.13023878595253657,0.005798795866269079,0.006668125000894157,0.040379782013436304,0.09608866576997063,0.8939999999999999,3.1564794915640455,5.057828580567963,0.07508050525131878,1.257551539635737,6.360480118706877,7.525006810295667,3377.8592744990588,2702.9877041237714,0.7928756103079263,1009.0,0.26535991624738875,0.0058462197267553405,0.00579645226092357,0.023181186557163825,0.10640429169453469,1.396,4.286713029167961,6.606876365646712,0.047015554911379216,1.2929223739280007,8.542178274920747,10.232385197002259,4272.38968572937,2471.7495902739497,0.9028886390303357,1009.0,0.4557793500119093,0.00666082212722343,0.008550825508195633,0.015186401892432578,0.0552470092516328,0.498,3.1642612881271424,4.8147402656396014,-0.02035108188516252,1.262380200017226,6.078032779569112,7.234547510149279,2970.689138210636,2105.4752712938953,0.8399059583329265,1009.0,0.11274518368339868,0.011459924743386276,0.013964019713837077,0.026826362389044064
